Surprisal, VerbCondition, FillerCondition, EmbeddingLevel
14.930876,V-pl,N-pl,2
18.19901,V-sg,N-pl,2
14.391123,V-pl,N-pl,2
17.602936,V-sg,N-pl,2
15.227418,V-pl,N-pl,2
17.13246,V-sg,N-sg,2
20.96334,V-pl,N-sg,2
17.499475,V-sg,N-sg,2
21.465158,V-pl,N-sg,2
16.457554,V-sg,N-sg,2
20.029114,V-pl,N-sg,2
16.84852,V-sg,N-sg,2
19.97527,V-pl,N-sg,2
16.69778,V-sg,N-sg,2
20.62429,V-pl,N-sg,2
17.223871,V-sg,N-sg,2
20.781134,V-pl,N-sg,2
17.158178,V-sg,N-sg,2
21.920586,V-pl,N-sg,2
17.391659,V-sg,N-sg,2
21.114079,V-pl,N-sg,2
17.94469,V-sg,N-sg,2
20.624538,V-pl,N-sg,2
16.856268,V-sg,N-sg,2
19.969246,V-pl,N-sg,2
17.464386,V-sg,N-sg,2
20.531654,V-pl,N-sg,2
16.526173,V-sg,N-sg,2
20.24157,V-pl,N-sg,2
17.190493,V-sg,N-sg,2
19.90487,V-pl,N-sg,2
16.42538,V-sg,N-sg,2
20.795038,V-pl,N-sg,2
16.6425,V-sg,N-sg,2
20.424204,V-pl,N-sg,2
15.803426,V-sg,N-sg,2
19.698952,V-pl,N-sg,2
17.378372,V-sg,N-sg,2
20.691479,V-pl,N-sg,2
17.127535,V-sg,N-sg,2
20.217762,V-pl,N-sg,2
17.059645,V-sg,N-sg,2
20.856703,V-pl,N-sg,2
17.55346,V-sg,N-sg,2
21.652567,V-pl,N-sg,2
18.773067,V-sg,N-pl,3
14.183348,V-pl,N-pl,3
19.254648,V-sg,N-pl,3
14.275373,V-pl,N-pl,3
19.1001,V-sg,N-pl,3
13.93243,V-pl,N-pl,3
18.260094,V-sg,N-pl,3
14.348245,V-pl,N-pl,3
19.102392,V-sg,N-pl,3
14.17891,V-pl,N-pl,3
19.211752,V-sg,N-pl,3
14.311232,V-pl,N-pl,3
18.857286,V-sg,N-pl,3
14.532293,V-pl,N-pl,3
18.830868,V-sg,N-pl,3
14.470643,V-pl,N-pl,3
19.040659,V-sg,N-pl,3
13.923139,V-pl,N-pl,3
18.547619,V-sg,N-pl,3
14.066318,V-pl,N-pl,3
19.0856,V-sg,N-pl,3
14.550188,V-pl,N-pl,3
18.273874,V-sg,N-pl,3
14.298131,V-pl,N-pl,3
20.103052,V-sg,N-pl,3
14.665087,V-pl,N-pl,3
18.253834,V-sg,N-pl,3
14.242075,V-pl,N-pl,3
18.959505,V-sg,N-pl,3
13.543015,V-pl,N-pl,3
17.577011,V-sg,N-pl,3
13.865003,V-pl,N-pl,3
18.768345,V-sg,N-pl,3
14.005323,V-pl,N-pl,3
18.852345,V-sg,N-pl,3
14.646018,V-pl,N-pl,3
19.14583,V-sg,N-pl,3
14.102275,V-pl,N-pl,3
18.436317,V-sg,N-pl,3
14.354203,V-pl,N-pl,3
17.935436,V-sg,N-sg,3
19.673204,V-pl,N-sg,3
18.118914,V-sg,N-sg,3
19.906927,V-pl,N-sg,3
17.794937,V-sg,N-sg,3
18.109602,V-pl,N-sg,3
17.41953,V-sg,N-sg,3
17.996424,V-pl,N-sg,3
18.038044,V-sg,N-sg,3
19.594616,V-pl,N-sg,3
18.252499,V-sg,N-sg,3
19.186432,V-pl,N-sg,3
17.931446,V-sg,N-sg,3
19.032774,V-pl,N-sg,3
17.667398,V-sg,N-sg,3
18.894302,V-pl,N-sg,3
18.280352,V-sg,N-sg,3
18.997318,V-pl,N-sg,3
17.367796,V-sg,N-sg,3
18.578905,V-pl,N-sg,3
17.95366,V-sg,N-sg,3
19.680088,V-pl,N-sg,3
17.011902,V-sg,N-sg,3
17.605042,V-pl,N-sg,3
18.940954,V-sg,N-sg,3
19.11976,V-pl,N-sg,3
16.697199,V-sg,N-sg,3
17.904434,V-pl,N-sg,3
17.51026,V-sg,N-sg,3
18.728216,V-pl,N-sg,3
16.44885,V-sg,N-sg,3
18.657722,V-pl,N-sg,3
17.91628,V-sg,N-sg,3
18.676746,V-pl,N-sg,3
17.821264,V-sg,N-sg,3
18.68231,V-pl,N-sg,3
18.054289,V-sg,N-sg,3
19.129948,V-pl,N-sg,3
17.989775,V-sg,N-sg,3
19.491312,V-pl,N-sg,3
17.24783,V-sg,N-pl,4
14.71226,V-pl,N-pl,4
17.685356,V-sg,N-pl,4
14.785381,V-pl,N-pl,4
17.706015,V-sg,N-pl,4
14.145274,V-pl,N-pl,4
17.226522,V-sg,N-pl,4
15.421041,V-pl,N-pl,4
17.404306,V-sg,N-pl,4
14.584078,V-pl,N-pl,4
17.390337,V-sg,N-pl,4
14.876253,V-pl,N-pl,4
17.482288,V-sg,N-pl,4
15.099594,V-pl,N-pl,4
17.463718,V-sg,N-pl,4
14.549324,V-pl,N-pl,4
17.589514,V-sg,N-pl,4
14.322967,V-pl,N-pl,4
16.907206,V-sg,N-pl,4
14.327113,V-pl,N-pl,4
17.617544,V-sg,N-pl,4
14.353033,V-pl,N-pl,4
16.929504,V-sg,N-pl,4
14.5818,V-pl,N-pl,4
17.795265,V-sg,N-pl,4
14.975542,V-pl,N-pl,4
16.554628,V-sg,N-pl,4
14.986929,V-pl,N-pl,4
17.782223,V-sg,N-pl,4
14.14941,V-pl,N-pl,4
16.05906,V-sg,N-pl,4
13.957041,V-pl,N-pl,4
17.786121,V-sg,N-pl,4
14.748097,V-pl,N-pl,4
17.758087,V-sg,N-pl,4
14.481324,V-pl,N-pl,4
17.276636,V-sg,N-pl,4
14.569976,V-pl,N-pl,4
17.312635,V-sg,N-pl,4
14.920695,V-pl,N-pl,4
16.831484,V-sg,N-sg,4
16.869469,V-pl,N-sg,4
17.068514,V-sg,N-sg,4
16.993887,V-pl,N-sg,4
17.078787,V-sg,N-sg,4
15.373037,V-pl,N-sg,4
16.829788,V-sg,N-sg,4
16.14975,V-pl,N-sg,4
16.820105,V-sg,N-sg,4
16.62624,V-pl,N-sg,4
17.092064,V-sg,N-sg,4
16.384377,V-pl,N-sg,4
17.117363,V-sg,N-sg,4
16.445547,V-pl,N-sg,4
16.894073,V-sg,N-sg,4
16.2201,V-pl,N-sg,4
17.211084,V-sg,N-sg,4
16.443937,V-pl,N-sg,4
16.23498,V-sg,N-sg,4
15.997693,V-pl,N-sg,4
16.91769,V-sg,N-sg,4
16.04688,V-pl,N-sg,4
16.39244,V-sg,N-sg,4
15.223663,V-pl,N-sg,4
17.334595,V-sg,N-sg,4
16.784128,V-pl,N-sg,4
15.951114,V-sg,N-sg,4
15.726243,V-pl,N-sg,4
16.99052,V-sg,N-sg,4
16.032997,V-pl,N-sg,4
15.361954,V-sg,N-sg,4
15.718642,V-pl,N-sg,4
17.461416,V-sg,N-sg,4
16.386,V-pl,N-sg,4
16.99321,V-sg,N-sg,4
16.015236,V-pl,N-sg,4
17.013077,V-sg,N-sg,4
16.471516,V-pl,N-sg,4
17.023052,V-sg,N-sg,4
16.679241,V-pl,N-sg,4
