Someone wondered which teachers people believe I think you said you thought,N-pl,4
Someone wondered which lawyers people believe I think you said you thought,N-pl,4
Someone wondered which reporters people believe I think you said you thought,N-pl,4
Someone wondered which coaches people believe I think you said you thought,N-pl,4
Someone wondered which customers people believe I think you said you thought,N-pl,4
Someone wondered which officers people believe I think you said you thought,N-pl,4
Someone wondered which patrons people believe I think you said you thought,N-pl,4
Someone wondered which babies people believe I think you said you thought,N-pl,4
Someone wondered which authors people believe I think you said you thought,N-pl,4
Someone wondered which nurses people believe I think you said you thought,N-pl,4
Someone wondered which instructors people believe I think you said you thought,N-pl,4
Someone wondered which teenagers people believe I think you said you thought,N-pl,4
Someone wondered which cousins people believe I think you said you thought,N-pl,4
Someone wondered which boy people believe I think you said you thought,N-sg,4
Someone wondered which girl people believe I think you said you thought,N-sg,4
Someone wondered which patient people believe I think you said you thought,N-sg,4
Someone wondered which parent people believe I think you said you thought,N-sg,4
Someone wondered which man people believe I think you said you thought,N-sg,4
Someone wondered which woman people believe I think you said you thought,N-sg,4
Someone wondered which neighbor people believe I think you said you thought,N-sg,4
Someone wondered which teacher people believe I think you said you thought,N-sg,4
Someone wondered which lawyer people believe I think you said you thought,N-sg,4
Someone wondered which reporter people believe I think you said you thought,N-sg,4
Someone wondered which coach people believe I think you said you thought,N-sg,4
Someone wondered which customer people believe I think you said you thought,N-sg,4
Someone wondered which officer people believe I think you said you thought,N-sg,4
Someone wondered which patron people believe I think you said you thought,N-sg,4
Someone wondered which baby people believe I think you said you thought,N-sg,4
Someone wondered which author people believe I think you said you thought,N-sg,4
Someone wondered which nurse people believe I think you said you thought,N-sg,4
Someone wondered which instructor people believe I think you said you thought,N-sg,4
Someone wondered which teenager people believe I think you said you thought,N-sg,4
Someone wondered which cousin people believe I think you said you thought,N-sg,4
